Date,High,Low,Open,Close,Volume,Adj Close,Name
2017-10-30,51.24850082397461,50.375,50.70000076293945,50.855499267578125,41702000.0,50.855499267578125,GOOG
2017-10-31,51.20000076293945,50.520999908447266,50.76100158691406,50.832000732421875,26614000.0,50.832000732421875,GOOG
2017-11-01,51.48350143432617,50.84749984741211,50.86050033569336,51.275001525878906,27468000.0,51.275001525878906,GOOG
2017-11-02,51.40449905395508,50.6505012512207,51.0880012512207,51.27899932861328,20980000.0,51.27899932861328,GOOG
2017-11-03,51.63249969482422,51.015499114990234,51.105499267578125,51.624000549316406,21528000.0,51.624000549316406,GOOG
2017-11-06,51.743499755859375,51.25,51.449501037597656,51.29499816894531,22504000.0,51.29499816894531,GOOG
2017-11-07,51.69850158691406,51.256500244140625,51.36349868774414,51.666500091552734,22246000.0,51.666500091552734,GOOG
2017-11-08,52.17610168457031,51.42250061035156,51.5260009765625,51.99250030517578,21774000.0,51.99250030517578,GOOG
2017-11-09,51.699501037597656,50.983299255371094,51.699501037597656,51.5629997253418,24904000.0,51.5629997253418,GOOG
2017-11-10,51.53799819946289,51.263999938964844,51.323001861572266,51.403499603271484,14400000.0,51.403499603271484,GOOG
2017-11-13,51.57899856567383,51.128501892089844,51.17100143432617,51.287498474121094,17716000.0,51.287498474121094,GOOG
2017-11-14,51.34049987792969,50.70750045776367,51.12950134277344,51.29999923706055,19184000.0,51.29999923706055,GOOG
2017-11-15,51.204498291015625,50.770999908447266,50.96049880981445,51.045501708984375,17080000.0,51.045501708984375,GOOG
2017-11-16,51.79600143432617,51.125999450683594,51.125999450683594,51.625,22594000.0,51.625,GOOG
2017-11-17,51.72100067138672,50.88750076293945,51.70050048828125,50.954498291015625,27942000.0,50.954498291015625,GOOG
2017-11-20,51.13050079345703,50.875,51.01300048828125,50.91899871826172,19070000.0,50.91899871826172,GOOG
2017-11-21,51.75550079345703,51.13275146484375,51.16550064086914,51.7244987487793,21940000.0,51.7244987487793,GOOG
2017-11-22,51.98529815673828,51.57149887084961,51.75,51.79800033569336,14926000.0,51.79800033569336,GOOG
2017-11-24,52.15890121459961,51.75,51.79349899291992,52.03049850463867,10740000.0,52.03049850463867,GOOG
2017-11-27,52.77299880981445,51.922000885009766,52.0,52.71049880981445,26158000.0,52.71049880981445,GOOG
2017-11-28,53.118751525878906,52.0,52.75450134277344,52.37049865722656,28488000.0,52.37049865722656,GOOG
2017-11-29,52.20399856567383,50.782501220703125,52.13399887084961,51.08300018310547,49188000.0,51.08300018310547,GOOG
2017-11-30,51.42449951171875,50.75,51.118499755859375,51.070499420166016,34480000.0,51.070499420166016,GOOG
2017-12-01,51.1245002746582,50.10100173950195,50.790000915527344,50.50849914550781,38192000.0,50.50849914550781,GOOG
2017-12-04,50.80500030517578,49.778499603271484,50.632999420166016,49.933998107910156,38128000.0,49.933998107910156,GOOG
2017-12-05,51.03049850463867,49.41400146484375,49.797000885009766,50.25749969482422,41346000.0,50.25749969482422,GOOG
2017-12-06,51.24850082397461,50.05699920654297,50.07500076293945,50.91899871826172,25440000.0,50.91899871826172,GOOG
2017-12-07,51.71200180053711,50.90354919433594,51.02149963378906,51.54650115966797,29164000.0,51.54650115966797,GOOG
2017-12-08,52.102500915527344,51.6260986328125,51.8745002746582,51.852500915527344,25816000.0,51.852500915527344,GOOG
2017-12-11,52.189998626708984,51.602500915527344,51.775001525878906,52.05500030517578,23856000.0,52.05500030517578,GOOG
2017-12-12,52.515499114990234,51.68450164794922,51.98149871826172,52.02399826049805,25590000.0,52.02399826049805,GOOG
2017-12-13,52.333248138427734,51.91899871826172,52.305999755859375,52.03049850463867,25654000.0,52.03049850463867,GOOG
2017-12-14,52.92499923706055,52.15549850463867,52.25,52.45750045776367,31174000.0,52.45750045776367,GOOG
2017-12-15,53.38100051879883,52.474998474121094,52.730499267578125,53.20949935913086,65518000.0,53.20949935913086,GOOG
2017-12-18,53.92449951171875,53.099998474121094,53.30400085449219,53.856998443603516,31092000.0,53.856998443603516,GOOG
2017-12-19,53.84199905395508,53.1775016784668,53.7599983215332,53.534000396728516,26774000.0,53.534000396728516,GOOG
